time,x,y,theta,v,w,error,stage_cost,terminal_cost
0.0,0.0,0.0,0.018325959103533847,0.0,0.18325959103533845,0.0,0.0335840777064395,
0.1,-3.0072076162034583e-09,-5.511613401028709e-11,0.03649919962985452,-3.007712658346924e-08,0.1817324052632067,3.0077126583469246e-09,0.033026667122751305,
0.2,-3.0072076162034583e-09,-5.511613401028709e-11,0.05452099833542946,0.0,0.18021798705574948,3.0077126583469246e-09,0.0324785228584263,
0.30000000000000004,-1.3337107735484753e-08,-6.188713067410141e-10,0.07239261569486553,-1.0345272174723501e-07,0.1787161735943607,1.335145851366938e-08,0.031939470704220554,
0.4,-7.486181179141339e-09,-1.9456595226971363e-10,0.09011530328303496,5.86629155442837e-08,0.17722687588169422,7.488709138210177e-09,0.031409365534788944,
0.5,-3.1408326288636546e-09,1.980798879814409e-10,0.10769029868332944,4.363052232012231e-08,0.17574995400294477,3.147072487973119e-09,0.030888046332039117,
0.6000000000000001,-3.1408326288636546e-09,1.980798879814409e-10,0.1251188378022901,0.0,0.17428539118960654,3.147072487973119e-09,0.03037539758211419,
0.7000000000000001,-4.559864938215756e-09,1.9599889496545377e-11,0.14240213239142774,-1.4302125033869362e-08,0.17283294589137638,4.559907061600889e-09,0.02987122718549166,
0.8,-1.751987727374958e-09,4.2217244907079975e-10,0.1595414065566875,2.8365893423055208e-08,0.1713927416525975,1.8021350042732388e-09,0.029375471891194833,
0.9,-1.751987727374958e-09,4.2217244907079975e-10,0.1765378513952165,0.0,0.16996444838529,1.8021350042732388e-09,0.028887913714915916,
1.0,-3.1250639431164837e-09,1.77222550067134e-10,0.1933926571987118,-1.3947540095862693e-08,0.16854805803495293,3.1300850596779383e-09,0.028408447867354067,
1.1,-4.482411039074651e-09,-8.860069776217059e-11,0.21010700917209627,-1.383131641599088e-08,0.16714351973384461,4.483286607708929e-09,0.027936956189018317,
1.2000000000000002,-8.911704978537516e-09,-1.0331667538360723e-09,0.22668207626676204,-4.528890574572261e-08,0.16575067094665769,8.971394493930279e-09,0.027473284919269324,
1.3,-1.3257907342059233e-08,-2.035602003254799e-09,0.24311901409503628,-4.460308443814054e-08,0.16436937828274253,1.3413268900841549e-08,0.027017292517057482,
1.4000000000000001,-1.785664690230105e-08,-3.1762045611639965e-09,0.25941897717844303,-4.738077641622402e-08,0.16299963083406738,1.8136926807147253e-08,0.026568879652044824,
1.5,-2.3631251688834674e-08,-4.708781769603968e-09,0.27558311053985296,-5.974516996417923e-08,0.1616413336140994,2.4095822918813258e-08,0.026127920732548732,
1.6,-2.9541173945085887e-08,-6.379979241635299e-09,0.2916125418804553,-6.141667694157453e-08,0.16029431340602376,3.022226154968418e-08,0.025694266910313256,
1.7000000000000002,-3.4026050449415445e-08,-7.726203602091034e-09,0.3075083935732392,-4.6825673820855795e-08,0.15895851692783927,3.4892210180599475e-08,0.025267810103901573,
1.8,-4.105269090874574e-08,-9.957741089893374e-09,0.32327178217276714,-7.372478260677657e-08,0.15763388599527925,4.224310640166471e-08,0.024848442013979913,
1.9000000000000001,-5.1718382797520354e-08,-1.3531008598079285e-08,0.33890380733480197,-1.1248343173611379e-07,0.1563202516203483,5.3459136851170206e-08,0.024436021066664516,
2.0,-6.479118587227638e-08,-1.8139223928709184e-08,0.3544055676125461,-1.386123474892489e-07,0.15501760277744142,6.72824584232155e-08,0.024030457170888354,
2.1,-8.008301129347401e-08,-2.3797645244854443e-08,0.36977814533651776,-1.630514202647107e-07,0.15372577723971678,8.354409983374427e-08,0.023631614587988594,
2.2,-9.976166207134293e-08,-3.142524680274896e-08,0.3850226188107862,-2.110520319644698e-07,0.1524447347426843,1.0459414589665383e-07,0.02323939715082286,
2.3000000000000003,-1.3058351307866547e-07,-4.391575128910327e-08,0.4001400543545452,-3.3256566296616173e-07,0.15117435543759014,1.3777026928641886e-07,0.02285368574210042,
2.4000000000000004,-1.6520753091015071e-07,-5.85602676390813e-08,0.4151315122934754,-3.759367592986595e-07,0.14991457938930206,1.7527930059019873e-07,0.0224743811136434,
2.5,-2.1115043632382485e-07,-7.880940898271301e-08,0.4299980423878112,-5.02073528778822e-07,0.14866530094335814,2.2537841445876343e-07,0.022101371704882116,
2.6,-2.6773749015334043e-07,-1.0476128745088021e-07,0.4447406802561898,-6.22542742077282e-07,0.147426378683786,2.8750354951195996e-07,0.02173453713228529,
2.7,-3.428308569793656e-07,-1.4054965237386815e-07,0.4593604651365028,-8.318546029883427e-07,0.14619784880313016,3.705228755146184e-07,0.021373810995492175,
2.8000000000000003,-3.102580806928397e-07,-1.2443744714663434e-07,0.4738584173236453,3.6339907984151043e-07,0.14497952187142524,3.342824477707079e-07,0.021019061762310873,
2.9000000000000004,-2.8130673955228385e-07,-1.0959034662389347e-07,0.48823555606880265,3.25363880565931e-07,0.1437713874515732,3.0189986053438577e-07,0.020670211849947384,
3.0,-3.5493980076222085e-07,-1.486986209865942e-07,0.5024928845911242,-8.337436552546952e-07,0.14257328522321577,3.848292375176811e-07,0.020327141660183658,
3.1,-3.2205521135914e-07,-1.3062709916477566e-07,0.5166314014199156,3.7523007890701926e-07,0.14138516828791392,3.4753848448737943e-07,0.01998976581206332,
3.2,-2.9176783718618177e-07,-1.134209173875049e-07,0.5306520963125119,3.483357181865307e-07,0.140206948925963,3.130379774361659e-07,0.019657988527346924,
3.3000000000000003,-2.645657744938833e-07,-9.745892904426834e-08,0.5445559518401537,3.153945602868504e-07,0.13903855527641878,2.8194554772864215e-07,0.019331719853532728,
3.4000000000000004,-3.3041963834958667e-07,-1.3734263701023824e-07,0.5583439416936692,-7.698987950270015e-07,0.13787989853515442,3.578269656523914e-07,0.019010866420785262,
3.5,-3.002867401946831e-07,-1.1852027502139023e-07,0.5720170331334542,3.5528479591069215e-07,0.1367309143978504,3.2282995822552633e-07,0.01869534295230274,
3.6,-2.7385898881067144e-07,-1.0150561425354037e-07,0.5855761816482675,3.1431269848037314e-07,0.13559148514813285,2.9206529317498856e-07,0.018385050844860428,
3.7,-3.4335073376462207e-07,-1.475902802253619e-07,0.5990223360893475,-8.338404556316086e-07,0.13446154441080022,3.7372799894268726e-07,0.018079906926172562,
3.8000000000000003,-3.1270749750359663e-07,-1.2667006578086467e-07,0.612356438659848,3.710341360242714e-07,0.13334102570500447,3.373889218096683e-07,0.017779829136314162,
3.9000000000000004,-2.8559894011006826e-07,-1.076281425855406e-07,0.6255794239598702,3.312806548736046e-07,0.13222985300022203,3.0520578577151485e-07,0.017484734024663225,
4.0,-3.501625388574977e-07,-1.542666812638502e-07,0.6386922191101987,-7.964679261129889e-07,0.13112795150328493,3.8263822674595774e-07,0.01719453966622862,
4.1000000000000005,-3.1991442639537446e-07,-1.318070628693068e-07,0.6516957407544913,3.7674696627176315e-07,0.13003521644292634,3.460033844315903e-07,0.016909157515620356,
4.2,-2.924881143827269e-07,-1.1088397969282817e-07,0.6645909004305308,3.449605774903763e-07,0.12895159676039494,3.128011413145461e-07,0.016628514307272343,
4.3,-3.5880039935065547e-07,-1.6283882253909445e-07,0.6773785982004903,-8.424146741865309e-07,0.12787697769959425,3.9402310680987803e-07,0.01635252142644744,
4.4,-3.2930305058591626e-07,-1.391130750848291e-07,0.6900597333307983,3.7855048228898606e-07,0.12681135130308038,3.574813936203503e-07,0.01608111881958436,
4.5,-3.026672066482594e-07,-1.1712687641985532e-07,0.7026351907850016,3.453782150059421e-07,0.12575457454203318,3.245398945586385e-07,0.01581421301847239,
4.6000000000000005,-2.7889648853115817e-07,-9.69977577266013e-08,0.7151058545700345,3.1148490479793594e-07,0.12470663785032911,2.952826041591324e-07,0.015551745524117352,
4.7,-3.379517389090254e-07,-1.4828404681711555e-07,0.7274725925488705,-7.821640522210406e-07,0.12366737978836023,3.6905221361224025e-07,0.01529362082446651,
4.800000000000001,-3.1085576574837347e-07,-1.2415843610866788e-07,0.7397362770216369,3.6279978687677504e-07,0.12263684472766403,3.3473366182079417e-07,0.015039795685000848,
