time,x,y,theta,v,w,error
0.0,0.0,0.0,-0.15707963267948968,0.0,-1.5707963267948966,0.0
0.1,0.0,0.0,-0.2701769682087223,0.0,-1.1309733552923253,0.0
0.2,0.0,0.0,-0.35248669573277475,0.0,-0.8230972752405252,0.0
0.30000000000000004,0.0,0.0,-0.4132450976532014,0.0,-0.6075840192042654,0.0
0.4,0.0,0.0,-0.4589175716510898,0.0,-0.4567247399788843,0.0
0.5,0.0,0.0,-0.4940298961032016,0.0,-0.35112324452111743,0.0
0.6000000000000001,0.0,0.0,-0.5217501158732695,0.0,-0.2772021977006789,0.0
0.7000000000000001,0.0,0.0,-0.5442958623659068,0.0,-0.22545746492637386,0.0
0.8,0.0,0.0,-0.5632194775643429,0.0,-0.1892361519843604,0.0
0.9,0.0,0.0,-0.5796076008568379,0.0,-0.1638812329249495,0.0
1.0,0.0,0.0,-0.5942208798151744,0.0,-0.1461327895833624,0.0
1.1,0.0,0.0,-0.6075917677395993,0.0,-0.13370887924425023,0.0
1.2000000000000002,0.0,0.0,-0.6200929819402867,0.0,-0.12501214200687372,0.0
1.3,0.0,0.0,-0.6319854245343576,0.0,-0.11892442594070829,0.0
1.4000000000000001,0.0,0.0,-0.643451727003797,0.0,-0.11466302469439471,0.0
1.5,0.0,0.0,-0.6546197313859946,0.0,-0.11168004382197472,0.0
1.6,0.0,0.0,-0.6655789271071226,0.0,-0.10959195721127912,0.0
1.7000000000000002,0.0,0.0,-0.676391956765502,0.0,-0.10813029658379403,0.0
1.8,0.0,0.0,-0.6871026701799573,0.0,-0.1071071341445533,0.0
1.9000000000000001,0.0,0.0,-0.697741762223666,0.0,-0.10639092043708587,0.0
2.0,0.0,0.0,-0.7083307193078516,0.0,-0.1058895708418568,0.0
2.1,0.0,0.0,-0.7188845819203713,0.0,-0.10553862612519804,0.0
2.2,0.0,0.0,-0.729413878402725,0.0,-0.10529296482353612,0.0
2.3000000000000003,0.0,0.0,-0.7399259785939624,0.0,-0.10512100191237472,0.0
2.4000000000000004,0.0,0.0,-0.7504260413814184,0.0,-0.10500062787456033,0.0
2.5,0.0,0.0,-0.7609176779862274,0.0,-0.10491636604808985,0.0
2.6,0.0,0.0,-0.7714034162631834,0.0,-0.10485738276956091,0.0
2.7,0.0,0.0,-0.7818850257106424,0.0,-0.10481609447459128,0.0
2.8000000000000003,0.0,0.0,-0.7923637449774535,0.0,-0.10478719266811165,0.0
2.9000000000000004,0.0,0.0,-0.8028404411178112,0.0,-0.10476696140357644,0.0
3.0,0.0,0.0,-0.8133157210696511,0.0,-0.10475279951840033,0.0
3.1,0.0,0.0,-0.823790009689529,0.0,-0.10474288619877825,0.0
3.2,0.0,0.0,-0.8342636043770334,0.0,-0.10473594687504306,0.0
3.3000000000000003,0.0,0.0,-0.8447367133118764,0.0,-0.10473108934842879,0.0
3.4000000000000004,0.0,0.0,-0.8552094822198562,0.0,-0.10472768907979724,0.0
3.5,0.0,0.0,-0.8656820131090317,0.0,-0.10472530889175502,0.0
3.6,0.0,0.0,-0.8761543773850445,0.0,-0.1047236427601268,0.0
3.7,0.0,0.0,-0.8866266250318433,0.0,-0.1047224764679866,0.0
3.8000000000000003,0.0,0.0,-0.8970987910381923,0.0,-0.10472166006348971,0.0
3.9000000000000004,0.0,0.0,-0.9075708998962263,0.0,-0.10472108858034002,0.0
4.0,0.0,0.0,-0.9180429687504398,0.0,-0.1047206885421339,0.0
4.1000000000000005,0.0,0.0,-0.928515009601979,0.0,-0.10472040851539255,0.0
4.2,0.0,0.0,-0.9389870308516463,0.0,-0.10472021249667307,0.0
4.3,0.0,0.0,-0.949459038380003,0.0,-0.1047200752835673,0.0
4.4,0.0,0.0,-0.9599310363034427,0.0,-0.10471997923439602,0.0
4.5,0.0,0.0,-0.9704030275034401,0.0,-0.10471991199997444,0.0
4.6000000000000005,0.0,0.0,-0.9808750139970283,0.0,-0.10471986493588048,0.0
4.7,0.0,0.0,-0.9913469971961297,0.0,-0.10471983199101409,0.0
4.800000000000001,0.0,0.0,-1.0018189780890903,0.0,-0.10471980892960708,0.0
4.9,0.0,0.0,-1.0122909573677523,0.0,-0.10471979278662324,0.0
5.0,0.0,0.0,-0.39444440479844717,0.0,6.17846552569305,0.0
5.1000000000000005,0.0,0.0,0.03490658934647657,0.0,4.293509941449237,0.0
5.2,0.0,0.0,0.33231069259433343,0.0,2.9740410324785684,0.0
5.300000000000001,0.0,0.0,0.5373519722142432,0.0,2.0504127961990983,0.0
5.4,0.0,0.0,0.6777392752945903,0.0,1.4038730308034708,0.0
5.5,0.0,0.0,0.7728687947972436,0.0,0.9512951950265318,0.0
5.6000000000000005,0.0,0.0,0.8363178657955109,0.0,0.6344907099826744,0.0
5.7,0.0,0.0,0.8775906228407083,0.0,0.41272757045197395,0.0
5.800000000000001,0.0,0.0,0.9033399601187568,0.0,0.257493372780484,0.0
5.9,0.0,0.0,0.918222903559801,0.0,0.14882943441044105,0.0
6.0,0.0,0.0,0.925499371314942,0.0,0.07276467755141125,0.0
6.1000000000000005,0.0,0.0,0.9274513060899512,0.0,0.019519347750090787,0.0
6.2,0.0,0.0,0.9256760677788676,0.0,-0.017752383110835268,0.0
6.300000000000001,0.0,0.0,0.9212918083075192,0.0,-0.04384259471348306,0.0
6.4,0.0,0.0,0.9150812340239856,0.0,-0.062105742835335764,0.0
6.5,0.0,0.0,0.9075922393719221,0.0,-0.07488994652063319,0.0
6.6000000000000005,0.0,0.0,0.8992083504618882,0.0,-0.08383888910034054,0.0
6.7,0.0,0.0,0.8901980355712744,0.0,-0.0901031489061368,0.0
6.800000000000001,0.0,0.0,0.8807492224942551,0.0,-0.09448813077019391,0.0
6.9,0.0,0.0,0.8709934606867518,0.0,-0.09755761807503349,0.0
7.0,0.0,0.0,0.8610228347679098,0.0,-0.0997062591884208,0.0
7.1000000000000005,0.0,0.0,0.8509018039711305,0.0,-0.10121030796779218,0.0
7.2,0.0,0.0,0.8406754897597952,0.0,-0.10226314211335241,0.0
7.300000000000001,0.0,0.0,0.8303754771582706,0.0,-0.103000126015246,0.0
7.4,0.0,0.0,0.8200238756836137,0.0,-0.10351601474656968,0.0
7.5,0.0,0.0,0.809636161997764,0.0,-0.10387713685849587,0.0
7.6000000000000005,0.0,0.0,0.7992231697640795,0.0,-0.1041299223368446,0.0
7.7,0.0,0.0,0.7887924825469104,0.0,-0.10430687217169066,0.0
7.800000000000001,0.0,0.0,0.7783494088413023,0.0,-0.10443073705608041,0.0
7.9,0.0,0.0,0.7678976645937868,0.0,-0.10451744247515471,0.0
8.0,0.0,0.0,0.7574398509669364,0.0,-0.10457813626850498,0.0
8.1,0.0,0.0,0.7469777887745511,0.0,-0.10462062192385257,0.0
8.200000000000001,0.0,0.0,0.7365127525862918,0.0,-0.10465036188259402,0.0
8.3,0.0,0.0,0.7260456346009202,0.0,-0.10467117985371432,0.0
8.4,0.0,0.0,0.7155770593575704,0.0,-0.10468575243349765,0.0
8.5,0.0,0.0,0.7051074640336358,0.0,-0.1046959532393461,0.0
8.6,0.0,0.0,0.6946371546532918,0.0,-0.1047030938034399,0.0
8.700000000000001,0.0,0.0,0.6841663454334612,0.0,-0.1047080921983059,0.0
8.8,0.0,0.0,0.67369518632599,0.0,-0.10471159107471228,0.0
8.9,0.0,0.0,0.6632237822971704,0.0,-0.10471404028819675,0.0
9.0,0.0,0.0,0.6527522068234068,0.0,-0.10471575473763561,0.0
9.1,0.0,0.0,0.6422805113381825,0.0,-0.10471695485224242,0.0
9.200000000000001,0.0,0.0,0.6318087318449358,0.0,-0.1047177949324678,0.0
9.3,0.0,0.0,0.6213368935460734,0.0,-0.10471838298862535,0.0
9.4,0.0,0.0,0.6108650140832795,0.0,-0.10471879462793643,0.0
9.5,0.0,0.0,0.6003931058057345,0.0,-0.10471908277545205,0.0
9.600000000000001,0.0,0.0,0.589921177357863,0.0,-0.10471928447871548,0.0
9.700000000000001,0.0,0.0,0.5794492347907632,0.0,-0.10471942567099912,0.0
9.8,0.0,0.0,0.5689772823402035,0.0,-0.1047195245055974,0.0
9.9,0.0,0.0,0.558505322971222,0.0,-0.1047195936898162,0.0
10.0,0.0,0.0,0.548033358759345,0.0,-0.1047196421187695,0.0
10.100000000000001,0.0,0.0,0.5375613911574412,0.0,-0.10471967601903742,0.0
10.200000000000001,0.0,0.0,0.527089421182519,0.0,-0.1047196997492228,0.0
10.3,0.0,0.0,0.5166174495464835,0.0,-0.10471971636035438,0.0
10.4,0.0,0.0,0.5061454767476689,0.0,-0.10471972798814644,0.0
10.5,0.0,0.0,0.49567350313490893,0.0,-0.1047197361275991,0.0
10.600000000000001,0.0,0.0,0.48520152895238705,0.0,-0.10471974182521837,0.0
10.700000000000001,0.0,0.0,0.4747295543710319,0.0,-0.10471974581355115,0.0
10.8,0.0,0.0,0.46425757951049373,0.0,-0.10471974860538236,0.0
10.9,0.0,0.0,0.45378560445452715,0.0,-0.1047197505596662,0.0
11.0,0.0,0.0,0.4433136292617607,0.0,-0.10471975192766436,0.0
11.100000000000001,0.0,0.0,0.4328416539732344,0.0,-0.1047197528852628,0.0
11.200000000000001,0.0,0.0,0.42236967861767616,0.0,-0.10471975355558172,0.0
11.3,0.0,0.0,0.4118977032151956,0.0,-0.10471975402480593,0.0
11.4,0.0,0.0,0.4014257277798695,0.0,-0.10471975435326053,0.0
11.5,0.0,0.0,0.39095375232155155,0.0,-0.10471975458317972,0.0
11.600000000000001,0.0,0.0,0.3804817768471391,0.0,-0.1047197547441252,0.0
11.700000000000001,0.0,0.0,0.3700098013614605,0.0,-0.1047197548567862,0.0
11.8,0.0,0.0,0.35953782586789573,0.0,-0.10471975493564756,0.0
11.9,0.0,0.0,0.3490658503688106,0.0,-0.10471975499085184,0.0
12.0,0.0,0.0,0.3385938748658613,0.0,-0.10471975502949338,0.0
12.100000000000001,0.0,0.0,0.3281218993602068,0.0,-0.10471975505654418,0.0
12.200000000000001,0.0,0.0,0.3176499238526588,0.0,-0.10471975507547926,0.0
12.3,0.0,0.0,0.30717794834378565,0.0,-0.10471975508873133,0.0
12.4,0.0,0.0,0.2967059728339844,0.0,-0.10471975509801146,0.0
12.5,0.0,0.0,0.286233997323534,0.0,-0.1047197551045036,0.0
12.600000000000001,0.0,0.0,0.27576202181262877,0.0,-0.10471975510905285,0.0
12.700000000000001,0.0,0.0,0.26529004630140535,0.0,-0.10471975511223475,0.0
12.8,0.0,0.0,0.2548180707899591,0.0,-0.10471975511446141,0.0
12.9,0.0,0.0,0.2443460952783571,0.0,-0.10471975511602061,0.0
13.0,0.0,0.0,0.2338741197666459,0.0,-0.10471975511711218,0.0
