time,x,y,theta,v,w,error
0.0,0.0,0.0,-0.3141592653589793,0.0,-3.141592653589793,0.0
0.1,0.0,0.0,-0.47752208334564855,0.0,-1.633628179866692,0.0
0.2,0.0,0.0,-0.5654866776461627,0.0,-0.8796459430051411,0.0
0.30000000000000004,0.0,0.0,-0.6157521601035992,0.0,-0.5026548245743663,0.0
0.4,0.0,0.0,-0.6471680866394973,0.0,-0.3141592653589802,0.0
0.5,0.0,0.0,-0.6691592352146261,0.0,-0.21991148575128694,0.0
0.6000000000000001,0.0,0.0,-0.6864379948093697,0.0,-0.17278759594743764,0.0
0.7000000000000001,0.0,0.0,-0.7013605599139213,0.0,-0.14922565104551655,0.0
0.8,0.0,0.0,-0.7151050277733768,0.0,-0.13744467859455467,0.0
0.9,0.0,0.0,-0.728260447010284,0.0,-0.13155419236907218,0.0
1.0,0.0,0.0,-0.7411213419359173,0.0,-0.1286089492563316,0.0
1.1,0.0,0.0,-0.7538349747059131,0.0,-0.12713632769995975,0.0
1.2000000000000002,0.0,0.0,-0.7664749763980908,0.0,-0.12640001692177671,0.0
1.3,0.0,0.0,-0.7790781625513591,0.0,-0.12603186153268364,0.0
1.4000000000000001,0.0,0.0,-0.7916629409351732,0.0,-0.12584778383813955,0.0
1.5,0.0,0.0,-0.8042385154342598,0.0,-0.12575574499086617,0.0
1.6,0.0,0.0,-0.8168094879909825,0.0,-0.12570972556722637,0.0
1.7000000000000002,0.0,0.0,-0.8293781595765236,0.0,-0.12568671585541225,0.0
1.8,0.0,0.0,-0.8419456806764737,0.0,-0.12567521099950074,0.0
1.9000000000000001,0.0,0.0,-0.8545126265336281,0.0,-0.12566945857154543,0.0
2.0,0.0,0.0,-0.867079284769385,0.0,-0.1256665823575691,0.0
2.1,0.0,0.0,-0.8796457991944431,0.0,-0.12566514425057917,0.0
2.2,0.0,0.0,-0.8922122417141516,0.0,-0.12566442519708598,0.0
2.3000000000000003,0.0,0.0,-0.9047786482811857,0.0,-0.12566406567034072,0.0
2.4000000000000004,0.0,0.0,-0.9173450368718824,0.0,-0.12566388590696675,0.0
2.5,0.0,0.0,-0.9299114164744101,0.0,-0.1256637960252771,0.0
2.6,0.0,0.0,-0.9424777915828536,0.0,-0.12566375108443406,0.0
2.7,0.0,0.0,-0.9550441644442551,0.0,-0.12566372861401387,0.0
2.8000000000000003,0.0,0.0,-0.9676105361821355,0.0,-0.12566371737880466,0.0
2.9000000000000004,0.0,0.0,-0.980176907358255,0.0,-0.12566371176119517,0.0
3.0,0.0,0.0,-0.9927432782534942,0.0,-0.1256637089523922,0.0
3.1,0.0,0.0,-1.0053096490082936,0.0,-0.12566370754799472,0.0
3.2,0.0,0.0,-1.0178760196928727,0.0,-0.1256637068457911,0.0
3.3000000000000003,0.0,0.0,-1.0304423903423423,0.0,-0.12566370649469505,0.0
3.4000000000000004,0.0,0.0,-1.0430087609742564,0.0,-0.12566370631914126,0.0
3.5,0.0,0.0,-1.0555751315973931,0.0,-0.12566370623136613,0.0
3.6,0.0,0.0,-1.0681415022161407,0.0,-0.1256637061874759,0.0
3.7,0.0,0.0,-1.0807078728326946,0.0,-0.1256637061655388,0.0
3.8000000000000003,0.0,0.0,-1.0932742434481513,0.0,-0.12566370615456446,0.0
3.9000000000000004,0.0,0.0,-1.1058406140630588,0.0,-0.12566370614907463,0.0
4.0,0.0,0.0,-1.1184069846776923,0.0,-0.1256637061463337,0.0
4.1000000000000005,0.0,0.0,-1.1309733552921886,0.0,-0.12566370614496059,0.0
4.2,0.0,0.0,-1.1435397259066162,0.0,-0.1256637061442758,0.0
4.3,0.0,0.0,-1.1561060965210095,0.0,-0.12566370614393296,0.0
4.4,0.0,0.0,-1.168672467135386,0.0,-0.1256637061437651,0.0
4.5,0.0,0.0,-1.1812388377497538,0.0,-0.1256637061436754,0.0
4.6000000000000005,0.0,0.0,-1.1938052083641175,0.0,-0.1256637061436363,0.0
4.7,0.0,0.0,-1.206371578978479,0.0,-0.12566370614361322,0.0
4.800000000000001,0.0,0.0,-1.2189379495928392,0.0,-0.125663706143599,0.0
4.9,0.0,0.0,-1.2315043202071985,0.0,-0.12566370614359368,0.0
5.0,0.0,0.0,0.012566370614359487,0.0,12.44070690821558,0.0
5.1000000000000005,0.0,0.0,0.628318530717959,0.0,6.157521601035994,0.0
5.2,0.0,0.0,0.9299114254625789,0.0,3.0159289474462,0.0
5.300000000000001,0.0,0.0,1.0744246875277093,0.0,1.4451326206513047,0.0
5.4,0.0,0.0,1.1403981332530948,0.0,0.6597344572538573,0.0
5.5,0.0,0.0,1.1671016708086082,0.0,0.2670353755551318,0.0
5.6000000000000005,0.0,0.0,1.174170254279185,0.0,0.07068583470576861,0.0
5.7,0.0,0.0,1.1714213607072939,0.0,-0.027488935718910312,0.0
5.800000000000001,0.0,0.0,1.1637637286141687,0.0,-0.07657632093125066,0.0
5.9,0.0,0.0,1.1536517272604268,0.0,-0.10112001353741995,0.0
6.0,0.0,0.0,1.1423125412763762,0.0,-0.11339185984050637,0.0
6.1000000000000005,0.0,0.0,1.1303597629771713,0.0,-0.11952778299204869,0.0
6.2,0.0,0.0,1.1181001885203892,0.0,-0.12259574456782119,0.0
6.300000000000001,0.0,0.0,1.1056872159848186,0.0,-0.1241297253557061,0.0
6.4,0.0,0.0,1.0931975444098534,0.0,-0.12489671574964945,0.0
6.5,0.0,0.0,1.0806695233151915,0.0,-0.12528021094661757,0.0
6.6000000000000005,0.0,0.0,1.0681223274606808,0.0,-0.1254719585451065,0.0
6.7,0.0,0.0,1.0555655442262462,0.0,-0.12556783234434743,0.0
6.800000000000001,0.0,0.0,1.0430039673018492,0.0,-0.12561576924396967,0.0
6.9,0.0,0.0,1.030439993532471,0.0,-0.12563973769378034,0.0
7.0,0.0,0.0,1.0178748213406026,0.0,-0.12565172191868523,0.0
7.1000000000000005,0.0,0.0,1.0053090499374888,0.0,-0.12565771403113946,0.0
7.2,0.0,0.0,0.9927429789287521,0.0,-0.12566071008736657,0.0
7.300000000000001,0.0,0.0,0.9801767581172041,0.0,-0.12566220811547968,0.0
7.4,0.0,0.0,0.9676104624042505,0.0,-0.12566295712953401,0.0
7.5,0.0,0.0,0.9550441292405942,0.0,-0.12566333163656296,0.0
7.6000000000000005,0.0,0.0,0.9424777773515867,0.0,-0.125663518890077,0.0
7.7,0.0,0.0,0.929911416099903,0.0,-0.12566361251683755,0.0
7.800000000000001,0.0,0.0,0.9173450501668815,0.0,-0.12566365933021473,0.0
7.9,0.0,0.0,0.9047786818931913,0.0,-0.1256636827369011,0.0
8.0,0.0,0.0,0.8922123124491669,0.0,-0.12566369444024517,0.0
8.1,0.0,0.0,0.879645942419975,0.0,-0.12566370029191898,0.0
8.200000000000001,0.0,0.0,0.8670795720981994,0.0,-0.12566370321775544,0.0
8.3,0.0,0.0,0.8545132016301319,0.0,-0.125663704680675,0.0
8.4,0.0,0.0,0.8419468310889185,0.0,-0.12566370541213345,0.0
8.5,0.0,0.0,0.8293804605111322,0.0,-0.12566370577786223,0.0
8.6,0.0,0.0,0.8168140899150597,0.0,-0.12566370596072574,0.0
8.700000000000001,0.0,0.0,0.8042477193098435,0.0,-0.12566370605216015,0.0
8.8,0.0,0.0,0.791681348700056,0.0,-0.1256637060978747,0.0
8.9,0.0,0.0,0.7791149780879826,0.0,-0.12566370612073285,0.0
9.0,0.0,0.0,0.7665486074747666,0.0,-0.1256637061321606,0.0
9.1,0.0,0.0,0.753982236860979,0.0,-0.12566370613787736,0.0
9.200000000000001,0.0,0.0,0.7414158662469055,0.0,-0.12566370614073596,0.0
9.3,0.0,0.0,0.7288494956326892,0.0,-0.12566370614216282,0.0
9.4,0.0,0.0,0.7162831250184015,0.0,-0.12566370614287692,0.0
9.5,0.0,0.0,0.7037167544040779,0.0,-0.12566370614323574,0.0
9.600000000000001,0.0,0.0,0.6911503837897365,0.0,-0.12566370614341427,0.0
9.700000000000001,0.0,0.0,0.6785840131753863,0.0,-0.1256637061435022,0.0
9.8,0.0,0.0,0.6660176425610316,0.0,-0.12566370614354794,0.0
9.9,0.0,0.0,0.6534512719466746,0.0,-0.12566370614356925,0.0
10.0,0.0,0.0,0.6408849013323168,0.0,-0.12566370614357947,0.0
10.100000000000001,0.0,0.0,0.628318530717958,0.0,-0.12566370614358924,0.0
10.200000000000001,0.0,0.0,0.6157521601035993,0.0,-0.12566370614358657,0.0
10.3,0.0,0.0,0.6031857894892402,0.0,-0.12566370614359013,0.0
10.4,0.0,0.0,0.590619418874881,0.0,-0.12566370614359101,0.0
10.5,0.0,0.0,0.5780530482605222,0.0,-0.12566370614358835,0.0
10.600000000000001,0.0,0.0,0.5654866776461626,0.0,-0.12566370614359545,0.0
10.700000000000001,0.0,0.0,0.5529203070318034,0.0,-0.12566370614359235,0.0
10.8,0.0,0.0,0.5403539364174442,0.0,-0.12566370614359146,0.0
10.9,0.0,0.0,0.5277875658030853,0.0,-0.12566370614359057,0.0
11.0,0.0,0.0,0.5152211951887261,0.0,-0.1256637061435919,0.0
11.100000000000001,0.0,0.0,0.502654824574367,0.0,-0.12566370614359101,0.0
11.200000000000001,0.0,0.0,0.49008845396000794,0.0,-0.12566370614359235,0.0
11.3,0.0,0.0,0.47752208334564844,0.0,-0.125663706143595,0.0
11.4,0.0,0.0,0.4649557127312894,0.0,-0.12566370614359057,0.0
11.5,0.0,0.0,0.45238934211693044,0.0,-0.12566370614358968,0.0
11.600000000000001,0.0,0.0,0.43982297150257094,0.0,-0.12566370614359457,0.0
11.700000000000001,0.0,0.0,0.4272566008882118,0.0,-0.12566370614359146,0.0
11.8,0.0,0.0,0.4146902302738525,0.0,-0.1256637061435928,0.0
11.9,0.0,0.0,0.4021238596594933,0.0,-0.1256637061435919,0.0
12.0,0.0,0.0,0.38955748904513426,0.0,-0.12566370614359101,0.0
12.100000000000001,0.0,0.0,0.37699111843077526,0.0,-0.12566370614359013,0.0
12.200000000000001,0.0,0.0,0.3644247478164158,0.0,-0.125663706143595,0.0
12.3,0.0,0.0,0.35185837720205676,0.0,-0.12566370614359057,0.0
12.4,0.0,0.0,0.3392920065876974,0.0,-0.12566370614359323,0.0
12.5,0.0,0.0,0.3267256359733386,0.0,-0.1256637061435888,0.0
12.600000000000001,0.0,0.0,0.3141592653589792,0.0,-0.12566370614359368,0.0
12.700000000000001,0.0,0.0,0.30159289474461987,0.0,-0.1256637061435928,0.0
12.8,0.0,0.0,0.28902652413026064,0.0,-0.1256637061435919,0.0
12.9,0.0,0.0,0.2764601535159016,0.0,-0.12566370614359101,0.0
13.0,0.0,0.0,0.26389378290154253,0.0,-0.12566370614359013,0.0
13.100000000000001,0.0,0.0,0.2513274122871834,0.0,-0.12566370614359146,0.0
13.200000000000001,0.0,0.0,0.2387610416728244,0.0,-0.12566370614359057,0.0
13.3,0.0,0.0,0.22619467105846483,0.0,-0.12566370614359545,0.0
13.4,0.0,0.0,0.21362830044410594,0.0,-0.1256637061435888,0.0
13.5,0.0,0.0,0.20106192982974658,0.0,-0.12566370614359368,0.0
13.600000000000001,0.0,0.0,0.18849555921538733,0.0,-0.1256637061435928,0.0
13.700000000000001,0.0,0.0,0.17592918860102813,0.0,-0.1256637061435919,0.0
13.8,0.0,0.0,0.16336281798666902,0.0,-0.12566370614359101,0.0
13.9,0.0,0.0,0.15079644737231,0.0,-0.12566370614359013,0.0
